ID,Cidade,Bairro,Tipo,m2,Quartos,Banheiros,Vagas,Preço,Condomínio,IPTU,Latitude,Longitude
758,Juiz de Fora - MG,Bonfim,Apartamento,58,2,1,1,"R$ 700,00","R$ 0,00","R$ 0,00",-21.738407,-43.3447405
759,Juiz de Fora - MG,Centro,Loja,47,2,1,1,"R$ 650,00","R$ 155,00","R$ 39,02",-21.759859,-43.3467271
760,Juiz de Fora - MG,Mariano Procopio,Loja,56,1,1,0,"R$ 820,00","R$ 330,00","R$ 133,00",-21.7461726,-43.3556644
761,Juiz de Fora - MG,São Mateus,Apartamento,60,1,1,0,"R$ 750,00","R$ 0,00","R$ 48,00",-21.7735943,-43.3546617
762,Juiz de Fora - MG,Manoel Honorio,Apartamento,35,0,1,0,"R$ 650,00","R$ 150,00","R$ 70,00",-21.7435044,-43.3537058
763,Juiz de Fora - MG,Bairro Industrial,Apartamento,50,2,1,0,"R$ 890,00","R$ 0,00","R$ 0,00",-21.5216117,-43.0156222
764,Juiz de Fora - MG,Santa Helena,Apartamento,41,1,1,0,"R$ 850,00","R$ 240,00","R$ 71,00",-21.7575053,-43.3561412
765,Juiz de Fora - MG,Progresso,Apartamento,97,3,2,0,"R$ 1.000,00","R$ 250,00","R$ 164,00",-21.730895,-43.3464281
766,Juiz de Fora - MG,Centro,Sala,46,1,1,0,"R$ 600,00","R$ 260,00","R$ 70,00",-21.759859,-43.3467271
767,Juiz de Fora - MG,São Mateus,Loja,40,2,1,0,"R$ 1.000,00","R$ 152,00","R$ 86,00",-21.7735943,-43.3546617
768,Juiz de Fora - MG,Centro,Sala,45,1,1,1,"R$ 650,00","R$ 300,00","R$ 172,00",-21.759859,-43.3467271
769,Juiz de Fora - MG,Centro,Sala,60,0,1,0,"R$ 3.600,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
770,Juiz de Fora - MG,Centro,Sala,49,0,0,0,"R$ 800,00","R$ 350,00","R$ 105,00",-21.759859,-43.3467271
771,Juiz de Fora - MG,Centro,Sala,65,2,1,1,"R$ 1.600,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
772,Juiz de Fora - MG,Centro,Sala,0,0,0,1,"R$ 400,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
773,Juiz de Fora - MG,Centro,Loja,58,2,1,0,"R$ 850,00","R$ 0,00","R$ 82,91",-21.759859,-43.3467271
774,Juiz de Fora - MG,Centro,Loja,27,0,1,0,"R$ 2.000,00","R$ 0,00","R$ 47,82",-21.759859,-43.3467271
775,Juiz de Fora - MG,Centro,Loja,30,0,0,0,"R$ 200,00","R$ 1.100,00","R$ 35,00",-21.759859,-43.3467271
776,Juiz de Fora - MG,Centro,Kitnet,63,0,1,1,"R$ 700,00","R$ 435,00","R$ 195,00",-21.759859,-43.3467271
777,Juiz de Fora - MG,Cascatinha,Apartamento,69,1,1,1,"R$ 1.300,00","R$ 240,00","R$ 150,00",-21.783859,-43.3630935
778,Juiz de Fora - MG,Morro da Glória,Apartamento,45,2,1,1,"R$ 1.000,00","R$ 202,16","R$ 0,00",-21.7491916,-43.354837
779,Juiz de Fora - MG,Centro,Sala,45,2,1,1,"R$ 1.000,00","R$ 202,16","R$ 0,00",-21.759859,-43.3467271
780,Juiz de Fora - MG,Centro,Apartamento,45,2,1,1,"R$ 1.000,00","R$ 202,16","R$ 0,00",-21.759859,-43.3467271
781,Juiz de Fora - MG,Benfica,Loja,144,2,1,1,"R$ 1.500,00","R$ 170,00","R$ 158,60",-21.6902673,-43.4361424
782,Juiz de Fora - MG,Centro,Loja,85,0,0,0,"R$ 1.500,00","R$ 0,00","R$ 149,20",-21.759859,-43.3467271
783,Juiz de Fora - MG,Centro,Loja,"1,000",0,2,0,"R$ 20.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
784,Juiz de Fora - MG,Centro,Sala,90,2,2,1,"R$ 1.100,00","R$ 500,00","R$ 129,05",-21.759859,-43.3467271
785,Juiz de Fora - MG,São Mateus,SalÃ£o,0,3,2,0,"R$ 1.300,00","R$ 50,00","R$ 245,00",-21.7735943,-43.3546617
786,Juiz de Fora - MG,Centro,Loja,52,2,1,1,"R$ 600,00","R$ 212,46","R$ 89,50",-21.759859,-43.3467271
787,Juiz de Fora - MG,Centro,Loja,40,1,1,0,"R$ 700,00","R$ 280,00","R$ 89,66",-21.759859,-43.3467271
788,Juiz de Fora - MG,Morro da Glória,Loja,60,2,1,0,"R$ 700,00","R$ 100,00","R$ 78,98",-21.7491916,-43.354837
789,Juiz de Fora - MG,Teixeiras,Loja,65,0,1,2,"R$ 2.100,00","R$ 510,00","R$ 219,33",-21.7908663,-43.3623365
790,Juiz de Fora - MG,Teixeiras,Loja,56,0,1,0,"R$ 899,00","R$ 0,00","R$ 1.180,00",-21.7908663,-43.3623365
791,Juiz de Fora - MG,Santa Terezinha,GalpÃ£o,58,0,1,1,"R$ 1.900,00","R$ 510,00","R$ 183,32",-21.7417094,-43.3605186
792,Juiz de Fora - MG,Centro,Loja,36,0,1,1,"R$ 1.100,00","R$ 510,00","R$ 148,03",-21.759859,-43.3467271
793,Juiz de Fora - MG,Centro,Loja,44,0,1,1,"R$ 1.600,00","R$ 510,00","R$ 161,63",-21.759859,-43.3467271
794,Juiz de Fora - MG,São Mateus,SalÃ£o,44,0,1,1,"R$ 1.300,00","R$ 510,00","R$ 154,33",-21.7735943,-43.3546617
795,Juiz de Fora - MG,Centro,Loja,44,0,1,1,"R$ 1.300,00","R$ 510,00","R$ 159,31",-21.759859,-43.3467271
796,Juiz de Fora - MG,São Mateus,Loja,90,0,1,0,"R$ 12.990,00","R$ 700,00","R$ 0,00",-21.7735943,-43.3546617
797,Juiz de Fora - MG,Bandeirantes,Loja,45,0,1,0,"R$ 5.950,00","R$ 350,00","R$ 208,33",-21.7215787,-43.3541886
798,Juiz de Fora - MG,Vila Ideal,GalpÃ£o,90,0,2,0,"R$ 21.990,00","R$ 700,00","R$ 2.500,00",-21.7795293,-43.3296541
799,Juiz de Fora - MG,Centro,Sala,300,0,6,7,"R$ 9.300,00","R$ 3.360,00","R$ 1.025,90",-21.759859,-43.3467271
800,Juiz de Fora - MG,Centro,Apartamento,30,1,1,0,"R$ 650,00","R$ 200,00","R$ 99,02",-21.759859,-43.3467271
801,Juiz de Fora - MG,Centro,Apartamento,68,2,2,1,"R$ 900,00","R$ 200,00","R$ 128,20",-21.759859,-43.3467271
802,Juiz de Fora - MG,Centro,Apartamento,90,3,1,0,"R$ 850,00","R$ 250,00","R$ 190,00",-21.759859,-43.3467271
803,Juiz de Fora - MG,Bandeirantes,Apartamento,220,0,3,0,"R$ 3.500,00","R$ 900,00","R$ 223,00",-21.7215787,-43.3541886
804,Juiz de Fora - MG,São Pedro,Apartamento,360,0,3,0,"R$ 9.000,00","R$ 0,00","R$ 270,00",-21.7708213,-43.3879244
805,Juiz de Fora - MG,Bom Pastor,Apartamento,41,1,1,0,"R$ 700,00","R$ 170,00","R$ 107,00",-21.7768003,-43.3433149
806,Juiz de Fora - MG,São Mateus,Apartamento,120,0,2,0,"R$ 2.900,00","R$ 100,00","R$ 50,00",-21.7735943,-43.3546617
807,Juiz de Fora - MG,Centro,Apartamento,62,0,1,0,"R$ 6.990,00","R$ 0,00","R$ 2.550,00",-21.759859,-43.3467271
808,Juiz de Fora - MG,Teixeiras,Loja,55,0,1,0,"R$ 2.300,00","R$ 0,00","R$ 0,00",-21.7908663,-43.3623365
809,Juiz de Fora - MG,Santa Isabel,Apartamento,"1,200",0,12,1,"R$ 30.000,00","R$ 615,00","R$ 410,00",-21.7136402,-43.4251533
810,Juiz de Fora - MG,Centro,Loja,450,0,0,0,"R$ 10.990,00","R$ 0,00","R$ 700,00",-21.759859,-43.3467271
811,Juiz de Fora - MG,São Mateus,Apartamento,40,0,0,0,"R$ 3.500,00","R$ 368,00","R$ 198,00",-21.7735943,-43.3546617
812,Juiz de Fora - MG,Centro,Apartamento,160,0,1,0,"R$ 15.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
813,Juiz de Fora - MG,Centro,Sala,690,0,5,0,"R$ 8.500,00","R$ 0,00","R$ 550,00",-21.759859,-43.3467271
814,Juiz de Fora - MG,São Mateus,Sala,102,0,1,0,"R$ 3.500,00","R$ 0,00","R$ 0,00",-21.7735943,-43.3546617
815,Juiz de Fora - MG,São Mateus,Sala,71,0,1,0,"R$ 2.900,00","R$ 0,00","R$ 0,00",-21.7735943,-43.3546617
816,Juiz de Fora - MG,São Mateus,Sala,"1,600",0,6,30,"R$ 15.000,00","R$ 0,00","R$ 432,00",-21.7735943,-43.3546617
817,Juiz de Fora - MG,São Mateus,Sala,80,0,0,0,"R$ 8.990,00","R$ 0,00","R$ 2.880,00",-21.7735943,-43.3546617
818,Juiz de Fora - MG,Centro,Sala,62,0,1,0,"R$ 6.990,00","R$ 0,00","R$ 2.140,00",-21.759859,-43.3467271
819,Juiz de Fora - MG,Fábrica,GalpÃ£o,70,0,0,0,499.00,"R$ 0,00","R$ 0,00",-21.7443938,-43.3709832
820,Juiz de Fora - MG,Lourdes,Casa,30,0,1,0,"R$ 2.990,00","R$ 0,00","R$ 2.230,00",-21.7704781,-43.3286484
821,Juiz de Fora - MG,Marilândia,Apartamento,92,0,1,0,"R$ 4.990,00","R$ 0,00","R$ 2.480,00",-21.7871711,-43.3907351
822,Juiz de Fora - MG,Centro,Apartamento,86,0,1,0,"R$ 2.250,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
823,Juiz de Fora - MG,Centro,Apartamento,170,0,1,0,"R$ 2.500,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
824,Juiz de Fora - MG,Centro,Laje,35,0,1,0,"R$ 1.000,00","R$ 350,00","R$ 75,00",-21.759859,-43.3467271
825,Juiz de Fora - MG,Centro,Apartamento,42,1,1,0,"R$ 650,00","R$ 200,00","R$ 120,00",-21.759859,-43.3467271
826,Juiz de Fora - MG,Centro,Sala,95,3,2,0,"R$ 900,00","R$ 761,00","R$ 2.133,20",-21.759859,-43.3467271
827,Juiz de Fora - MG,São Mateus,Loja,97,3,3,1,"R$ 1.500,00","R$ 452,81","R$ 125,12",-21.7735943,-43.3546617
828,Juiz de Fora - MG,Distrito Industrial,GalpÃ£o,68,2,1,1,"R$ 790,00","R$ 241,00","R$ 74,36",-21.6817745,-43.4379323
829,Juiz de Fora - MG,Centro,Sala,50,2,1,1,"R$ 800,00","R$ 192,00","R$ 110,00",-21.759859,-43.3467271
830,Juiz de Fora - MG,Ipiranga,Apartamento,310,4,5,4,"R$ 6.500,00","R$ 2.442,00","R$ 621,00",-21.7910828,-43.3505054
831,Juiz de Fora - MG,Bairu,Apartamento,68,2,1,1,"R$ 800,00","R$ 176,53","R$ 95,60",-21.7375744,-43.3506203
832,Juiz de Fora - MG,Centro,Loja,55,1,1,0,"R$ 500,00","R$ 195,00","R$ 112,61",-21.759859,-43.3467271
833,Juiz de Fora - MG,Progresso,Loja,307,0,0,0,"R$ 13.000,00","R$ 0,00","R$ 0,00",-21.730895,-43.3464281
834,Juiz de Fora - MG,Granbery,Apartamento,70,3,2,1,"R$ 800,00","R$ 100,00","R$ 108,00",-21.7675479,-43.3437945
835,Juiz de Fora - MG,Centro,Apartamento,160,0,0,0,"R$ 19.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
836,Juiz de Fora - MG,Centro,Apartamento,40,2,1,0,"R$ 1.000,00","R$ 152,00","R$ 86,00",-21.759859,-43.3467271
837,Juiz de Fora - MG,Centro,Apartamento,110,3,2,1,"R$ 1.500,00","R$ 200,00","R$ 234,95",-21.759859,-43.3467271
838,Juiz de Fora - MG,Teixeiras,Apartamento,180,0,2,0,"R$ 1.600,00","R$ 0,00","R$ 0,00",-21.7908663,-43.3623365
839,Juiz de Fora - MG,São Pedro,Apartamento,87,0,1,0,"R$ 1.750,00","R$ 80,00","R$ 161,00",-21.7708213,-43.3879244
840,Juiz de Fora - MG,Centro,Loja,95,0,1,0,"R$ 1.700,00","R$ 80,00","R$ 154,00",-21.759859,-43.3467271
841,Juiz de Fora - MG,São Mateus,Loja,88,0,1,0,"R$ 1.420,00","R$ 70,00","R$ 143,00",-21.7735943,-43.3546617
842,Juiz de Fora - MG,Centro,Loja,88,0,2,0,"R$ 1.600,00","R$ 75,00","R$ 153,00",-21.759859,-43.3467271
843,Juiz de Fora - MG,Manoel Honorio,Loja,250,0,2,0,"R$ 3.000,00","R$ 420,00","R$ 335,00",-21.7435044,-43.3537058
844,Juiz de Fora - MG,Centro,Sala,378,0,0,0,"R$ 5.900,00","R$ 0,00","R$ 3.292,00",-21.759859,-43.3467271
845,Juiz de Fora - MG,Centro,Loja,30,1,1,0,"R$ 580,00","R$ 0,00","R$ 18,70",-21.759859,-43.3467271
846,Juiz de Fora - MG,Centro,Loja,45,2,1,1,"R$ 550,00","R$ 250,00","R$ 75,00",-21.759859,-43.3467271
847,Juiz de Fora - MG,Lourdes,Casa,47,1,1,0,"R$ 700,00","R$ 227,00","R$ 77,00",-21.7704781,-43.3286484
848,Juiz de Fora - MG,São Pedro,Loja,50,1,1,1,"R$ 800,00","R$ 325,00","R$ 142,00",-21.7708213,-43.3879244
849,Juiz de Fora - MG,Centro,Kitnet,100,0,0,0,"R$ 5.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
850,Juiz de Fora - MG,Industrial,Apartamento,50,1,1,0,"R$ 500,00","R$ 375,00","R$ 65,00",-21.7321916,-43.3925353
851,Juiz de Fora - MG,Industrial,Apartamento,70,0,2,0,"R$ 1.000,00","R$ 200,00","R$ 250,00",-21.7321916,-43.3925353
852,Juiz de Fora - MG,São Pedro,Loja,130,0,1,0,"R$ 6.000,00","R$ 0,00","R$ 250,00",-21.7708213,-43.3879244
853,Juiz de Fora - MG,Centro,Apartamento,"1,000",0,0,0,"R$ 13.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
854,Juiz de Fora - MG,São Mateus,Casa,41,0,1,0,"R$ 700,00","R$ 410,00","R$ 194,66",-21.7735943,-43.3546617
855,Juiz de Fora - MG,São Mateus,Loja,80,2,2,1,"R$ 750,00","R$ 150,00","R$ 104,00",-21.7735943,-43.3546617
856,Juiz de Fora - MG,Paineiras,Apartamento,97,2,2,1,"R$ 850,00","R$ 230,00","R$ 134,43",-21.7657334,-43.3551152
857,Juiz de Fora - MG,Alto dos Passos,Apartamento,"1,240",0,4,1,"R$ 30.000,00","R$ 1.025,00","R$ 450,00",-21.7762548,-43.3474599
858,Juiz de Fora - MG,São Pedro,Loja,62,0,1,0,"R$ 299,00","R$ 0,00","R$ 2.140,00",-21.7708213,-43.3879244
859,Juiz de Fora - MG,Manoel Honorio,Sala,19,0,0,0,"R$ 700,00","R$ 0,00","R$ 19,71",-21.7435044,-43.3537058
860,Juiz de Fora - MG,Centro,Apartamento,107,3,2,1,"R$ 1.400,00","R$ 240,00","R$ 115,00",-21.759859,-43.3467271
861,Juiz de Fora - MG,Santa Helena,Apartamento,90,2,1,0,"R$ 950,00","R$ 135,00","R$ 55,00",-21.7575053,-43.3561412
862,Juiz de Fora - MG,Santa Helena,Apartamento,60,2,1,0,"R$ 850,00","R$ 140,00","R$ 55,00",-21.7575053,-43.3561412
863,Juiz de Fora - MG,Salvaterra,GalpÃ£o,60,2,1,0,"R$ 850,00","R$ 140,00","R$ 55,00",-21.8059997,-43.374194
864,Juiz de Fora - MG,Poço Rico,GalpÃ£o,0,0,0,1,"R$ 160,00","R$ 71,00","R$ 0,00",-21.763706,-43.3392047
865,Juiz de Fora - MG,Bandeirantes,Loja,140,0,2,0,"R$ 4.000,00","R$ 0,00","R$ 0,00",-21.7215787,-43.3541886
866,Juiz de Fora - MG,Paineiras,Apartamento,"1,000",0,0,26,"R$ 29.500,00","R$ 0,00","R$ 0,00",-21.7657334,-43.3551152
867,Juiz de Fora - MG,Bandeirantes,Loja,80,3,2,0,"R$ 1.300,00","R$ 0,00","R$ 120,93",-21.7215787,-43.3541886
868,Juiz de Fora - MG,Manoel Honorio,Loja,47,2,1,1,"R$ 650,00","R$ 160,00","R$ 40,00",-21.7435044,-43.3537058
869,Juiz de Fora - MG,Nova Era,GalpÃ£o,15,0,2,0,"R$ 2.000,00","R$ 0,00","R$ 0,00",-21.7084989,-43.4211379
870,Juiz de Fora - MG,Democrata,PrÃ©dio,60,0,0,0,"R$ 2.990,00","R$ 0,00","R$ 930,00",-21.7496425,-43.3686212
871,Juiz de Fora - MG,Paineiras,Apartamento,180,0,2,0,"R$ 9.500,00","R$ 0,00","R$ 52,00",-21.7657334,-43.3551152
872,Juiz de Fora - MG,Jardim de Ala,Apartamento,250,0,1,0,"R$ 6.990,00","R$ 250,00","R$ 7.800,00",-21.7922414,-43.3473574
873,Juiz de Fora - MG,São Geraldo,Terreno,170,0,0,0,"R$ 830,00","R$ 1.100,00","R$ 230,00",-21.803847,-43.3399883
874,Juiz de Fora - MG,Morro da Glória,Apartamento,14,0,2,0,"R$ 3.300,00","R$ 0,00","R$ 0,00",-21.7491916,-43.354837
875,Juiz de Fora - MG,Alto dos Passos,Apartamento,15,0,0,0,"R$ 2.200,00","R$ 0,00","R$ 0,00",-21.7762548,-43.3474599
876,Juiz de Fora - MG,Bandeirantes,Loja,32,1,1,0,"R$ 580,00","R$ 0,00","R$ 19,90",-21.7215787,-43.3541886
877,Juiz de Fora - MG,Paineiras,Apartamento,40,0,2,0,"R$ 3.500,00","R$ 0,00","R$ 449,36",-21.7657334,-43.3551152
878,Juiz de Fora - MG,Santa Terezinha,Apartamento,30,1,1,0,"R$ 600,00","R$ 250,00","R$ 86,00",-21.7417094,-43.3605186
879,Juiz de Fora - MG,Grajau,Loja,77,2,2,0,"R$ 850,00","R$ 200,00","R$ 132,55",-21.7477021,-43.3446465
880,Juiz de Fora - MG,São Mateus,Apartamento,52,2,1,1,"R$ 700,00","R$ 214,00","R$ 83,34",-21.7735943,-43.3546617
881,Juiz de Fora - MG,Centro,Apartamento,50,0,1,0,"R$ 1.200,00","R$ 0,00","R$ 195,60",-21.759859,-43.3467271
882,Juiz de Fora - MG,Cruzeiro do Sul,Apartamento,98,2,2,0,"R$ 700,00","R$ 0,00","R$ 0,00",-21.7879975,-43.341993
883,Juiz de Fora - MG,Centro,Apartamento,144,2,2,0,"R$ 4.400,00","R$ 0,00","R$ 339,42",-21.759859,-43.3467271
884,Juiz de Fora - MG,Centro,Apartamento,130,0,2,0,"R$ 4.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
885,Juiz de Fora - MG,Nossa Senhora Aparecida,Apartamento,60,2,1,1,"R$ 850,00","R$ 221,31","R$ 88,64",-21.7465479,-43.3473422
886,Juiz de Fora - MG,Bandeirantes,Apartamento,103,3,1,1,"R$ 1.690,00","R$ 470,00","R$ 212,77",-21.7215787,-43.3541886
887,Juiz de Fora - MG,Linhares,Apartamento,130,0,2,0,"R$ 5.500,00","R$ 0,00","R$ 272,83",-21.7352454,-43.325848
888,Juiz de Fora - MG,Benfica,Casa,37,0,1,0,"R$ 650,00","R$ 205,00","R$ 72,11",-21.6902673,-43.4361424
889,Juiz de Fora - MG,Centro,Sala,45,2,1,0,"R$ 650,00","R$ 175,00","R$ 64,88",-21.759859,-43.3467271
890,Juiz de Fora - MG,São Mateus,Loja,67,2,1,0,"R$ 1.000,00","R$ 130,00","R$ 90,00",-21.7735943,-43.3546617
891,Juiz de Fora - MG,São Pedro,Loja,67,2,1,1,"R$ 1.000,00","R$ 130,00","R$ 90,00",-21.7708213,-43.3879244
892,Juiz de Fora - MG,Granbery,Apartamento,"1,586",0,0,0,"R$ 40.000,00","R$ 0,00","R$ 0,00",-21.7675479,-43.3437945
893,Juiz de Fora - MG,São Pedro,Loja,220,0,1,0,"R$ 5.500,00","R$ 0,00","R$ 175,00",-21.7708213,-43.3879244
894,Juiz de Fora - MG,Centro,Loja,86,0,1,1,"R$ 2.350,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
895,Juiz de Fora - MG,Bandeirantes,Apartamento,53,2,1,1,"R$ 750,00","R$ 221,00","R$ 49,50",-21.7215787,-43.3541886
896,Juiz de Fora - MG,Encosta do Sol,Apartamento,86,0,1,1,"R$ 2.000,00","R$ 0,00","R$ 0,00",-21.7392553,-43.4002842
897,Juiz de Fora - MG,Encosta do Sol,Apartamento,300,0,1,0,"R$ 8.000,00","R$ 0,00","R$ 332,00",-21.7392553,-43.4002842
898,Juiz de Fora - MG,Encosta do Sol,Apartamento,500,0,3,2,"R$ 6.500,00","R$ 0,00","R$ 330,00",-21.7392553,-43.4002842
899,Juiz de Fora - MG,Centro,Sala,720,0,2,4,"R$ 10.000,00","R$ 0,00","R$ 80,00",-21.759859,-43.3467271
900,Juiz de Fora - MG,Benfica,Kitnet,34,1,1,0,"R$ 700,00","R$ 210,00","R$ 65,00",-21.6902673,-43.4361424
901,Juiz de Fora - MG,Grajau,Loja,46,2,0,0,"R$ 700,00","R$ 167,05","R$ 0,00",-21.7477021,-43.3446465
902,Juiz de Fora - MG,Nova Benfica,Apartamento,0,0,0,0,"R$ 800,00","R$ 0,00","R$ 870,98",-21.6983433,-43.4412797
903,Juiz de Fora - MG,Benfica,Apartamento,54,2,1,0,"R$ 1.000,00","R$ 100,00","R$ 116,13",-21.6902673,-43.4361424
904,Juiz de Fora - MG,Nova Benfica,Apartamento,91,2,1,1,"R$ 900,00","R$ 230,00","R$ 91,00",-21.6983433,-43.4412797
905,Juiz de Fora - MG,Nova Era,Apartamento,63,0,1,1,"R$ 1.350,00","R$ 0,00","R$ 0,00",-21.7084989,-43.4211379
906,Juiz de Fora - MG,Nova Era,Apartamento,67,2,1,1,"R$ 900,00","R$ 320,00","R$ 92,75",-21.7084989,-43.4211379
907,Juiz de Fora - MG,Bom Pastor,Kitnet,30,1,1,0,"R$ 1.200,00","R$ 0,00","R$ 0,00",-21.7768003,-43.3433149
908,Juiz de Fora - MG,Centro,Apartamento,33,0,1,0,"R$ 600,00","R$ 50,00","R$ 60,00",-21.759859,-43.3467271
909,Juiz de Fora - MG,São Mateus,Apartamento,45,1,1,0,"R$ 1.100,00","R$ 210,78","R$ 137,00",-21.7735943,-43.3546617
910,Juiz de Fora - MG,São Mateus,Sala,50,1,1,0,"R$ 890,00","R$ 280,00","R$ 145,00",-21.7735943,-43.3546617
911,Juiz de Fora - MG,Jardim Natal,GalpÃ£o,51,2,1,1,"R$ 750,00","R$ 235,00","R$ 58,44",-21.7321229,-43.3995203
912,Juiz de Fora - MG,Centro,Ponto,70,1,1,1,"R$ 1.350,00","R$ 200,00","R$ 140,00",-21.759859,-43.3467271
913,Juiz de Fora - MG,São Mateus,Ponto,92,3,2,0,"R$ 1.100,00","R$ 336,00","R$ 128,88",-21.7735943,-43.3546617
914,Juiz de Fora - MG,Centro,Sala,77,2,1,0,"R$ 960,00","R$ 180,00","R$ 80,00",-21.759859,-43.3467271
915,Juiz de Fora - MG,Parque Jardim da Serra,Apartamento,90,2,1,0,"R$ 1.150,00","R$ 100,00","R$ 65,00",-21.79245575,-43.36744564
916,Juiz de Fora - MG,Centro,Sala,74,2,1,0,"R$ 450,00","R$ 100,00","R$ 11,79",-21.759859,-43.3467271
917,Juiz de Fora - MG,Centro,Apartamento,1,1,1,0,"R$ 750,00","R$ 0,00","R$ 63,63",-21.759859,-43.3467271
918,Juiz de Fora - MG,Centro,Sala,0,0,0,1,"R$ 250,00","R$ 80,38","R$ 0,00",-21.759859,-43.3467271
919,Juiz de Fora - MG,Francisco Bernardino,Apartamento,0,0,0,1,"R$ 250,00","R$ 80,38","R$ 0,00",-21.73497,-43.3982458
920,Juiz de Fora - MG,Centro,Sala,49,0,0,0,"R$ 800,00","R$ 350,00","R$ 105,55",-21.759859,-43.3467271
921,Juiz de Fora - MG,Centro,Apartamento,64,0,1,0,"R$ 3.150,00","R$ 0,00","R$ 189,16",-21.759859,-43.3467271
922,Juiz de Fora - MG,Centro,Apartamento,146,0,3,1,"R$ 4.500,00","R$ 32,00","R$ 0,00",-21.759859,-43.3467271
923,Juiz de Fora - MG,Passos,Apartamento,102,2,2,1,"R$ 1.200,00","R$ 210,00","R$ 148,40",-21.7762548,-43.3474599
924,Juiz de Fora - MG,Jardim do Sol,Apartamento,"1,000",0,0,28,"R$ 25.000,00","R$ 0,00","R$ 0,00",-21.7610522,-43.3273824
925,Juiz de Fora - MG,Paineiras,Apartamento,900,0,10,12,"R$ 30.000,00","R$ 0,00","R$ 0,00",-21.7657334,-43.3551152
926,Juiz de Fora - MG,Passos,Apartamento,261,0,1,0,"R$ 9.900,00","R$ 0,00","R$ 662,00",-21.7762548,-43.3474599
927,Juiz de Fora - MG,Eldorado,Casa,70,2,1,1,"R$ 750,00","R$ 253,00","R$ 72,51",-21.7309452,-43.3642609
928,Juiz de Fora - MG,São Mateus,Apartamento,61,2,1,0,"R$ 550,00","R$ 100,00","R$ 37,36",-21.7735943,-43.3546617
929,Juiz de Fora - MG,São Pedro,Loja,58,2,1,0,"R$ 550,00","R$ 100,00","R$ 37,36",-21.7708213,-43.3879244
930,Juiz de Fora - MG,Centro,Sala,60,2,1,0,"R$ 550,00","R$ 100,00","R$ 37,36",-21.759859,-43.3467271
931,Juiz de Fora - MG,Centro,Casa,35,0,0,0,"R$ 600,00","R$ 150,00","R$ 70,00",-21.759859,-43.3467271
932,Juiz de Fora - MG,Ipiranga,Loja,30,1,1,1,"R$ 500,00","R$ 70,00","R$ 0,00",-21.7910828,-43.3505054
933,Juiz de Fora - MG,Centro,Loja,33,0,1,0,"R$ 600,00","R$ 50,00","R$ 60,00",-21.759859,-43.3467271
934,Juiz de Fora - MG,Centro,Loja,51,2,1,0,"R$ 450,00","R$ 180,00","R$ 0,00",-21.759859,-43.3467271
935,Juiz de Fora - MG,Centro,Loja,47,1,1,1,"R$ 600,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
936,Juiz de Fora - MG,Bonfim,Loja,97,2,1,1,"R$ 800,00","R$ 200,00","R$ 30,00",-21.738407,-43.3447405
937,Juiz de Fora - MG,Marilândia,Loja,91,2,2,1,"R$ 1.100,00","R$ 60,00","R$ 0,00",-21.7871711,-43.3907351
938,Juiz de Fora - MG,Carlos Chagas,Apartamento,51,1,1,0,"R$ 650,00","R$ 35,00","R$ 0,00",-21.744351,-43.3908675
939,Juiz de Fora - MG,Santo Antônio,GalpÃ£o,28,1,1,0,"R$ 490,00","R$ 210,00","R$ 60,00",-21.7732458,-43.3127406
940,Juiz de Fora - MG,Centro,Sala,60,2,1,0,"R$ 1.100,00","R$ 150,00","R$ 0,00",-21.759859,-43.3467271
